"ITTER107","Territorio","TIPO_DATO_FOL","Tipo dato","SEXISTAT1","Sesso","ETA1","Classe di età","T_BIS","Edizione","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"IT","Italia","EMP_R","tasso di occupazione","9","totale","Y50-64","50-64 anni","2019M12G12","12-Dic-2019","2019-Q3","T3-2019",61.157582,,
"IT","Italia","EMP_R","tasso di occupazione","9","totale","Y15-64","15-64 anni","2019M12G12","12-Dic-2019","2019-Q1","T1-2019",58.746373,,
"IT","Italia","EMP_R","tasso di occupazione","9","totale","Y15-64","15-64 anni","2019M12G12","12-Dic-2019","2019-Q2","T2-2019",59.066642,,
"IT","Italia","EMP_R","tasso di occupazione","9","totale","Y15-64","15-64 anni","2019M12G12","12-Dic-2019","2019-Q3","T3-2019",59.164501,,
"IT","Italia","EMP_R","tasso di occupazione","2","femmine","Y35-49","35-49 anni","2019M12G12","12-Dic-2019","2019-Q1","T1-2019",62.801162,,
"IT","Italia","EMP_R","tasso di occupazione","2","femmine","Y35-49","35-49 anni","2019M12G12","12-Dic-2019","2019-Q2","T2-2019",62.969335,,
"IT","Italia","EMP_R","tasso di occupazione","2","femmine","Y35-49","35-49 anni","2019M12G12","12-Dic-2019","2019-Q3","T3-2019",63.03118,,
"IT","Italia","EMP_R","tasso di occupazione","2","femmine","Y15-34","15-34 anni","2019M12G12","12-Dic-2019","2019-Q1","T1-2019",35.621373,,
"IT","Italia","EMP_R","tasso di occupazione","2","femmine","Y15-34","15-34 anni","2019M12G12","12-Dic-2019","2019-Q2","T2-2019",35.944625,,
"IT","Italia","EMP_R","tasso di occupazione","2","femmine","Y15-34","15-34 anni","2019M12G12","12-Dic-2019","2019-Q3","T3-2019",36.049368,,
"IT","Italia","EMP_R","tasso di occupazione","9","totale","Y25-34","25-34 anni","2019M12G12","12-Dic-2019","2019-Q1","T1-2019",62.11675,,
"IT","Italia","EMP_R","tasso di occupazione","9","totale","Y25-34","25-34 anni","2019M12G12","12-Dic-2019","2019-Q2","T2-2019",62.1865,,
"IT","Italia","EMP_R","tasso di occupazione","9","totale","Y25-34","25-34 anni","2019M12G12","12-Dic-2019","2019-Q3","T3-2019",62.645214,,
"IT","Italia","EMP_R","tasso di occupazione","1","maschi","Y15-24","15-24 anni","2019M12G12","12-Dic-2019","2019-Q1","T1-2019",20.97124,,
"IT","Italia","EMP_R","tasso di occupazione","1","maschi","Y15-24","15-24 anni","2019M12G12","12-Dic-2019","2019-Q2","T2-2019",21.937635,,
"IT","Italia","EMP_R","tasso di occupazione","1","maschi","Y15-24","15-24 anni","2019M12G12","12-Dic-2019","2019-Q3","T3-2019",21.840378,,
"IT","Italia","EMP_R","tasso di occupazione","2","femmine","Y50-64","50-64 anni","2019M12G12","12-Dic-2019","2019-Q1","T1-2019",50.198519,,
"IT","Italia","EMP_R","tasso di occupazione","2","femmine","Y50-64","50-64 anni","2019M12G12","12-Dic-2019","2019-Q2","T2-2019",50.569753,,
"IT","Italia","EMP_R","tasso di occupazione","2","femmine","Y50-64","50-64 anni","2019M12G12","12-Dic-2019","2019-Q3","T3-2019",50.682511,,
"IT","Italia","EMP_R","tasso di occupazione","1","maschi","Y_GE50","50 anni e più","2019M12G12","12-Dic-2019","2019-Q1","T1-2019",40.748996,,
"IT","Italia","EMP_R","tasso di occupazione","1","maschi","Y_GE50","50 anni e più","2019M12G12","12-Dic-2019","2019-Q2","T2-2019",41.222584,,
"IT","Italia","EMP_R","tasso di occupazione","1","maschi","Y_GE50","50 anni e più","2019M12G12","12-Dic-2019","2019-Q3","T3-2019",41.272015,,
"IT","Italia","EMP_R","tasso di occupazione","1","maschi","Y15-34","15-34 anni","2019M12G12","12-Dic-2019","2019-Q1","T1-2019",46.698139,,
"IT","Italia","EMP_R","tasso di occupazione","1","maschi","Y15-34","15-34 anni","2019M12G12","12-Dic-2019","2019-Q2","T2-2019",46.975011,,
"IT","Italia","EMP_R","tasso di occupazione","1","maschi","Y15-34","15-34 anni","2019M12G12","12-Dic-2019","2019-Q3","T3-2019",47.351733,,
"IT","Italia","EMP_R","tasso di occupazione","2","femmine","Y15-24","15-24 anni","2019M12G12","12-Dic-2019","2019-Q1","T1-2019",14.855581,,
"IT","Italia","EMP_R","tasso di occupazione","2","femmine","Y15-24","15-24 anni","2019M12G12","12-Dic-2019","2019-Q2","T2-2019",15.101372,,
"IT","Italia","EMP_R","tasso di occupazione","2","femmine","Y15-24","15-24 anni","2019M12G12","12-Dic-2019","2019-Q3","T3-2019",15.422473,,
"IT","Italia","EMP_R","tasso di occupazione","1","maschi","Y_GE15","15 anni e più","2019M12G12","12-Dic-2019","2019-Q1","T1-2019",53.535106,,
"IT","Italia","EMP_R","tasso di occupazione","1","maschi","Y_GE15","15 anni e più","2019M12G12","12-Dic-2019","2019-Q2","T2-2019",53.826996,,
"IT","Italia","EMP_R","tasso di occupazione","1","maschi","Y_GE15","15 anni e più","2019M12G12","12-Dic-2019","2019-Q3","T3-2019",53.881773,,
"IT","Italia","EMP_R","tasso di occupazione","1","maschi","Y50-64","50-64 anni","2019M12G12","12-Dic-2019","2019-Q1","T1-2019",71.479586,,
"IT","Italia","EMP_R","tasso di occupazione","1","maschi","Y50-64","50-64 anni","2019M12G12","12-Dic-2019","2019-Q2","T2-2019",72.142788,,
"IT","Italia","EMP_R","tasso di occupazione","1","maschi","Y50-64","50-64 anni","2019M12G12","12-Dic-2019","2019-Q3","T3-2019",72.224837,,
"IT","Italia","EMP_R","tasso di occupazione","2","femmine","Y25-34","25-34 anni","2019M12G12","12-Dic-2019","2019-Q1","T1-2019",53.720779,,
"IT","Italia","EMP_R","tasso di occupazione","2","femmine","Y25-34","25-34 anni","2019M12G12","12-Dic-2019","2019-Q2","T2-2019",54.154816,,
"IT","Italia","EMP_R","tasso di occupazione","2","femmine","Y25-34","25-34 anni","2019M12G12","12-Dic-2019","2019-Q3","T3-2019",54.116131,,
"IT","Italia","EMP_R","tasso di occupazione","9","totale","Y_GE15","15 anni e più","2020M3G12","12-Mar-2020","2019-Q1","T1-2019",44.735029,,
"IT","Italia","EMP_R","tasso di occupazione","9","totale","Y_GE15","15 anni e più","2020M3G12","12-Mar-2020","2019-Q2","T2-2019",44.969238,,
"IT","Italia","EMP_R","tasso di occupazione","9","totale","Y_GE15","15 anni e più","2020M3G12","12-Mar-2020","2019-Q4","T4-2019",44.987246,,
"IT","Italia","EMP_R","tasso di occupazione","9","totale","Y_GE15","15 anni e più","2020M3G12","12-Mar-2020","2019-Q3","T3-2019",44.989339,,
"IT","Italia","EMP_R","tasso di occupazione","9","totale","Y35-49","35-49 anni","2020M3G12","12-Mar-2020","2019-Q1","T1-2019",73.630045,,
"IT","Italia","EMP_R","tasso di occupazione","9","totale","Y35-49","35-49 anni","2020M3G12","12-Mar-2020","2019-Q2","T2-2019",73.827715,,
"IT","Italia","EMP_R","tasso di occupazione","9","totale","Y35-49","35-49 anni","2020M3G12","12-Mar-2020","2019-Q4","T4-2019",73.915335,,
"IT","Italia","EMP_R","tasso di occupazione","9","totale","Y35-49","35-49 anni","2020M3G12","12-Mar-2020","2019-Q3","T3-2019",73.836636,,
"IT","Italia","EMP_R","tasso di occupazione","1","maschi","Y25-34","25-34 anni","2020M3G12","12-Mar-2020","2019-Q1","T1-2019",70.377556,,
"IT","Italia","EMP_R","tasso di occupazione","1","maschi","Y25-34","25-34 anni","2020M3G12","12-Mar-2020","2019-Q2","T2-2019",70.077314,,
"IT","Italia","EMP_R","tasso di occupazione","1","maschi","Y25-34","25-34 anni","2020M3G12","12-Mar-2020","2019-Q4","T4-2019",71.633222,,
"IT","Italia","EMP_R","tasso di occupazione","1","maschi","Y25-34","25-34 anni","2020M3G12","12-Mar-2020","2019-Q3","T3-2019",71.076596,,
"IT","Italia","EMP_R","tasso di occupazione","9","totale","Y_GE50","50 anni e più","2020M3G12","12-Mar-2020","2019-Q1","T1-2019",32.228535,,
"IT","Italia","EMP_R","tasso di occupazione","9","totale","Y_GE50","50 anni e più","2020M3G12","12-Mar-2020","2019-Q2","T2-2019",32.595097,,
"IT","Italia","EMP_R","tasso di occupazione","9","totale","Y_GE50","50 anni e più","2020M3G12","12-Mar-2020","2019-Q4","T4-2019",32.677405,,
"IT","Italia","EMP_R","tasso di occupazione","9","totale","Y_GE50","50 anni e più","2020M3G12","12-Mar-2020","2019-Q3","T3-2019",32.632362,,
"IT","Italia","EMP_R","tasso di occupazione","1","maschi","Y15-34","15-34 anni","2020M3G12","12-Mar-2020","2019-Q1","T1-2019",46.780947,,
"IT","Italia","EMP_R","tasso di occupazione","1","maschi","Y15-34","15-34 anni","2020M3G12","12-Mar-2020","2019-Q2","T2-2019",47.013473,,
"IT","Italia","EMP_R","tasso di occupazione","1","maschi","Y15-34","15-34 anni","2020M3G12","12-Mar-2020","2019-Q4","T4-2019",47.553964,,
"IT","Italia","EMP_R","tasso di occupazione","1","maschi","Y15-34","15-34 anni","2020M3G12","12-Mar-2020","2019-Q3","T3-2019",47.380326,,
"IT","Italia","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","2020M3G12","12-Mar-2020","2019-Q1","T1-2019",67.677503,,
"IT","Italia","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","2020M3G12","12-Mar-2020","2019-Q2","T2-2019",68.042132,,
"IT","Italia","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","2020M3G12","12-Mar-2020","2019-Q4","T4-2019",68.250492,,
"IT","Italia","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","2020M3G12","12-Mar-2020","2019-Q3","T3-2019",68.155517,,
"IT","Italia","EMP_R","tasso di occupazione","2","femmine","Y_GE15","15 anni e più","2020M3G12","12-Mar-2020","2019-Q1","T1-2019",36.52161,,
"IT","Italia","EMP_R","tasso di occupazione","2","femmine","Y_GE15","15 anni e più","2020M3G12","12-Mar-2020","2019-Q2","T2-2019",36.698186,,
"IT","Italia","EMP_R","tasso di occupazione","2","femmine","Y_GE15","15 anni e più","2020M3G12","12-Mar-2020","2019-Q4","T4-2019",36.675009,,
"IT","Italia","EMP_R","tasso di occupazione","2","femmine","Y_GE15","15 anni e più","2020M3G12","12-Mar-2020","2019-Q3","T3-2019",36.719182,,
"IT","Italia","EMP_R","tasso di occupazione","1","maschi","Y50-64","50-64 anni","2020M3G12","12-Mar-2020","2019-Q1","T1-2019",71.48248,,
"IT","Italia","EMP_R","tasso di occupazione","1","maschi","Y50-64","50-64 anni","2020M3G12","12-Mar-2020","2019-Q2","T2-2019",72.143919,,
"IT","Italia","EMP_R","tasso di occupazione","1","maschi","Y50-64","50-64 anni","2020M3G12","12-Mar-2020","2019-Q4","T4-2019",72.295887,,
"IT","Italia","EMP_R","tasso di occupazione","1","maschi","Y50-64","50-64 anni","2020M3G12","12-Mar-2020","2019-Q3","T3-2019",72.194722,,
"IT","Italia","EMP_R","tasso di occupazione","9","totale","Y15-24","15-24 anni","2020M3G12","12-Mar-2020","2019-Q1","T1-2019",18.102826,,
