"ITTER107","Territorio","TIPO_DATO_FOL","Tipo dato","SEXISTAT1","Sesso","ETA1","Classe di età","TITOLO_STUDIO","Titolo di studio","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"IT","Italia","INAC_R","tasso di inattività","1","maschi","Y_GE15","15 anni e più","7","diploma","2019-Q2","T2-2019",28.746597,,
"IT","Italia","INAC_R","tasso di inattività","1","maschi","Y_GE15","15 anni e più","7","diploma","2019-Q4","T4-2019",29.256895,,
"IT","Italia","INAC_R","tasso di inattività","1","maschi","Y_GE15","15 anni e più","7","diploma","2019-Q3","T3-2019",29.566599,,
"IT","Italia","INAC_R","tasso di inattività","1","maschi","Y_GE15","15 anni e più","7","diploma","2020-Q2","T2-2020",31.913591,,
"IT","Italia","INAC_R","tasso di inattività","1","maschi","Y_GE15","15 anni e più","7","diploma","2020-Q1","T1-2020",30.327471,,
"IT","Italia","INAC_R","tasso di inattività","1","maschi","Y_GE15","15 anni e più","7","diploma","2020-Q3","T3-2020",30.773219,,
"IT","Italia","INAC_R","tasso di inattività","1","maschi","Y_GE15","15 anni e più","7","diploma","2020-Q4","T4-2020",31.235304,,
"IT","Italia","INAC_R","tasso di inattività","1","maschi","Y_GE15","15 anni e più","11","laurea e post-laurea","2019-Q1","T1-2019",24.240674,,
"IT","Italia","INAC_R","tasso di inattività","1","maschi","Y_GE15","15 anni e più","11","laurea e post-laurea","2019-Q2","T2-2019",23.716702,,
"IT","Italia","INAC_R","tasso di inattività","1","maschi","Y_GE15","15 anni e più","11","laurea e post-laurea","2019-Q4","T4-2019",22.909976,,
"IT","Italia","INAC_R","tasso di inattività","1","maschi","Y_GE15","15 anni e più","11","laurea e post-laurea","2019-Q3","T3-2019",24.627167,,
"IT","Italia","INAC_R","tasso di inattività","1","maschi","Y_GE15","15 anni e più","11","laurea e post-laurea","2020-Q2","T2-2020",25.338838,,
"IT","Italia","INAC_R","tasso di inattività","1","maschi","Y_GE15","15 anni e più","11","laurea e post-laurea","2020-Q1","T1-2020",23.735595,,
"IT","Italia","INAC_R","tasso di inattività","1","maschi","Y_GE15","15 anni e più","11","laurea e post-laurea","2020-Q3","T3-2020",24.24464,,
"IT","Italia","INAC_R","tasso di inattività","1","maschi","Y_GE15","15 anni e più","11","laurea e post-laurea","2020-Q4","T4-2020",23.849167,,
"IT","Italia","INAC_R","tasso di inattività","1","maschi","Y_GE15","15 anni e più","99","totale","2019-Q1","T1-2019",41.075055,,
"IT","Italia","INAC_R","tasso di inattività","1","maschi","Y_GE15","15 anni e più","99","totale","2019-Q2","T2-2019",40.580238,,
"IT","Italia","INAC_R","tasso di inattività","1","maschi","Y_GE15","15 anni e più","99","totale","2019-Q4","T4-2019",40.885707,,
"IT","Italia","INAC_R","tasso di inattività","1","maschi","Y_GE15","15 anni e più","99","totale","2019-Q3","T3-2019",40.813517,,
"IT","Italia","INAC_R","tasso di inattività","1","maschi","Y_GE15","15 anni e più","99","totale","2020-Q2","T2-2020",43.390341,,
"IT","Italia","INAC_R","tasso di inattività","1","maschi","Y_GE15","15 anni e più","99","totale","2020-Q1","T1-2020",41.911608,,
"IT","Italia","INAC_R","tasso di inattività","1","maschi","Y_GE15","15 anni e più","99","totale","2020-Q3","T3-2020",41.628445,,
"IT","Italia","INAC_R","tasso di inattività","1","maschi","Y_GE15","15 anni e più","99","totale","2020-Q4","T4-2020",41.857148,,
"IT","Italia","INAC_R","tasso di inattività","2","femmine","Y_GE15","15 anni e più","3","licenza di scuola elementare, nessun titolo di studio","2019-Q1","T1-2019",95.425827,,
"IT","Italia","INAC_R","tasso di inattività","2","femmine","Y_GE15","15 anni e più","3","licenza di scuola elementare, nessun titolo di studio","2019-Q2","T2-2019",95.22235,,
"IT","Italia","INAC_R","tasso di inattività","2","femmine","Y_GE15","15 anni e più","3","licenza di scuola elementare, nessun titolo di studio","2019-Q4","T4-2019",95.198694,,
"IT","Italia","INAC_R","tasso di inattività","2","femmine","Y_GE15","15 anni e più","3","licenza di scuola elementare, nessun titolo di studio","2019-Q3","T3-2019",95.169756,,
"IT","Italia","INAC_R","tasso di inattività","2","femmine","Y_GE15","15 anni e più","3","licenza di scuola elementare, nessun titolo di studio","2020-Q2","T2-2020",96.156934,,
"IT","Italia","INAC_R","tasso di inattività","2","femmine","Y_GE15","15 anni e più","3","licenza di scuola elementare, nessun titolo di studio","2020-Q1","T1-2020",95.931604,,
"IT","Italia","INAC_R","tasso di inattività","2","femmine","Y_GE15","15 anni e più","3","licenza di scuola elementare, nessun titolo di studio","2020-Q3","T3-2020",95.589927,,
"IT","Italia","INAC_R","tasso di inattività","2","femmine","Y_GE15","15 anni e più","3","licenza di scuola elementare, nessun titolo di studio","2020-Q4","T4-2020",95.51775,,
"IT","Italia","INAC_R","tasso di inattività","2","femmine","Y_GE15","15 anni e più","4","licenza di scuola media","2019-Q1","T1-2019",68.340649,,
"IT","Italia","INAC_R","tasso di inattività","2","femmine","Y_GE15","15 anni e più","4","licenza di scuola media","2019-Q2","T2-2019",68.299887,,
"IT","Italia","INAC_R","tasso di inattività","2","femmine","Y_GE15","15 anni e più","4","licenza di scuola media","2019-Q4","T4-2019",68.193386,,
"IT","Italia","INAC_R","tasso di inattività","2","femmine","Y_GE15","15 anni e più","4","licenza di scuola media","2019-Q3","T3-2019",67.970158,,
"IT","Italia","INAC_R","tasso di inattività","2","femmine","Y_GE15","15 anni e più","4","licenza di scuola media","2020-Q2","T2-2020",71.264581,,
"IT","Italia","INAC_R","tasso di inattività","2","femmine","Y_GE15","15 anni e più","4","licenza di scuola media","2020-Q1","T1-2020",69.701639,,
"IT","Italia","INAC_R","tasso di inattività","2","femmine","Y_GE15","15 anni e più","4","licenza di scuola media","2020-Q3","T3-2020",69.049775,,
"IT","Italia","INAC_R","tasso di inattività","2","femmine","Y_GE15","15 anni e più","4","licenza di scuola media","2020-Q4","T4-2020",70.831919,,
"IT","Italia","INAC_R","tasso di inattività","2","femmine","Y_GE15","15 anni e più","7","diploma","2019-Q1","T1-2019",44.761292,,
"IT","Italia","INAC_R","tasso di inattività","2","femmine","Y_GE15","15 anni e più","7","diploma","2019-Q2","T2-2019",44.456852,,
"IT","Italia","INAC_R","tasso di inattività","2","femmine","Y_GE15","15 anni e più","7","diploma","2019-Q4","T4-2019",45.06693,,
"IT","Italia","INAC_R","tasso di inattività","2","femmine","Y_GE15","15 anni e più","7","diploma","2019-Q3","T3-2019",46.167863,,
"IT","Italia","INAC_R","tasso di inattività","2","femmine","Y_GE15","15 anni e più","7","diploma","2020-Q2","T2-2020",48.699396,,
"IT","Italia","INAC_R","tasso di inattività","2","femmine","Y_GE15","15 anni e più","7","diploma","2020-Q1","T1-2020",45.986416,,
"IT","Italia","INAC_R","tasso di inattività","2","femmine","Y_GE15","15 anni e più","7","diploma","2020-Q3","T3-2020",46.706054,,
"IT","Italia","INAC_R","tasso di inattività","2","femmine","Y_GE15","15 anni e più","7","diploma","2020-Q4","T4-2020",47.311322,,
"IT","Italia","INAC_R","tasso di inattività","2","femmine","Y_GE15","15 anni e più","11","laurea e post-laurea","2019-Q1","T1-2019",26.688488,,
"IT","Italia","INAC_R","tasso di inattività","2","femmine","Y_GE15","15 anni e più","11","laurea e post-laurea","2019-Q2","T2-2019",25.723523,,
"IT","Italia","INAC_R","tasso di inattività","2","femmine","Y_GE15","15 anni e più","11","laurea e post-laurea","2019-Q4","T4-2019",27.066407,,
"IT","Italia","INAC_R","tasso di inattività","2","femmine","Y_GE15","15 anni e più","11","laurea e post-laurea","2019-Q3","T3-2019",27.747989,,
"IT","Italia","INAC_R","tasso di inattività","2","femmine","Y_GE15","15 anni e più","11","laurea e post-laurea","2020-Q2","T2-2020",28.229501,,
"IT","Italia","INAC_R","tasso di inattività","2","femmine","Y_GE15","15 anni e più","11","laurea e post-laurea","2020-Q1","T1-2020",27.848409,,
"IT","Italia","INAC_R","tasso di inattività","2","femmine","Y_GE15","15 anni e più","11","laurea e post-laurea","2020-Q3","T3-2020",29.142586,,
"IT","Italia","INAC_R","tasso di inattività","2","femmine","Y_GE15","15 anni e più","11","laurea e post-laurea","2020-Q4","T4-2020",28.430715,,
"IT","Italia","INAC_R","tasso di inattività","2","femmine","Y_GE15","15 anni e più","99","totale","2019-Q1","T1-2019",58.788383,,
"IT","Italia","INAC_R","tasso di inattività","2","femmine","Y_GE15","15 anni e più","99","totale","2019-Q2","T2-2019",58.440031,,
"IT","Italia","INAC_R","tasso di inattività","2","femmine","Y_GE15","15 anni e più","99","totale","2019-Q4","T4-2019",58.6079,,
"IT","Italia","INAC_R","tasso di inattività","2","femmine","Y_GE15","15 anni e più","99","totale","2019-Q3","T3-2019",59.131067,,
"IT","Italia","INAC_R","tasso di inattività","2","femmine","Y_GE15","15 anni e più","99","totale","2020-Q2","T2-2020",61.363138,,
"IT","Italia","INAC_R","tasso di inattività","2","femmine","Y_GE15","15 anni e più","99","totale","2020-Q1","T1-2020",59.48932,,
"IT","Italia","INAC_R","tasso di inattività","2","femmine","Y_GE15","15 anni e più","99","totale","2020-Q3","T3-2020",59.980004,,
"IT","Italia","INAC_R","tasso di inattività","2","femmine","Y_GE15","15 anni e più","99","totale","2020-Q4","T4-2020",59.793931,,
"IT","Italia","INAC_R","tasso di inattività","9","totale","Y_GE15","15 anni e più","3","licenza di scuola elementare, nessun titolo di studio","2019-Q1","T1-2019",90.421459,,
"IT","Italia","INAC_R","tasso di inattività","9","totale","Y_GE15","15 anni e più","3","licenza di scuola elementare, nessun titolo di studio","2019-Q2","T2-2019",90.271098,,
"IT","Italia","INAC_R","tasso di inattività","9","totale","Y_GE15","15 anni e più","3","licenza di scuola elementare, nessun titolo di studio","2019-Q4","T4-2019",90.388097,,
"IT","Italia","INAC_R","tasso di inattività","9","totale","Y_GE15","15 anni e più","3","licenza di scuola elementare, nessun titolo di studio","2019-Q3","T3-2019",90.225485,,
"IT","Italia","INAC_R","tasso di inattività","9","totale","Y_GE15","15 anni e più","3","licenza di scuola elementare, nessun titolo di studio","2020-Q2","T2-2020",91.749273,,
"IT","Italia","INAC_R","tasso di inattività","9","totale","Y_GE15","15 anni e più","3","licenza di scuola elementare, nessun titolo di studio","2020-Q1","T1-2020",91.383887,,
"IT","Italia","INAC_R","tasso di inattività","9","totale","Y_GE15","15 anni e più","3","licenza di scuola elementare, nessun titolo di studio","2020-Q3","T3-2020",91.040594,,
"IT","Italia","INAC_R","tasso di inattività","9","totale","Y_GE15","15 anni e più","3","licenza di scuola elementare, nessun titolo di studio","2020-Q4","T4-2020",90.883732,,
"IT","Italia","INAC_R","tasso di inattività","9","totale","Y_GE15","15 anni e più","4","licenza di scuola media","2019-Q1","T1-2019",56.372887,,
"IT","Italia","INAC_R","tasso di inattività","9","totale","Y_GE15","15 anni e più","4","licenza di scuola media","2019-Q2","T2-2019",55.948638,,
"IT","Italia","INAC_R","tasso di inattività","9","totale","Y_GE15","15 anni e più","4","licenza di scuola media","2019-Q4","T4-2019",56.281172,,
"IT","Italia","INAC_R","tasso di inattività","9","totale","Y_GE15","15 anni e più","4","licenza di scuola media","2019-Q3","T3-2019",55.558853,,
"IT","Italia","INAC_R","tasso di inattività","9","totale","Y_GE15","15 anni e più","4","licenza di scuola media","2020-Q2","T2-2020",58.875888,,
"IT","Italia","INAC_R","tasso di inattività","9","totale","Y_GE15","15 anni e più","4","licenza di scuola media","2020-Q1","T1-2020",57.875006,,
"IT","Italia","INAC_R","tasso di inattività","9","totale","Y_GE15","15 anni e più","4","licenza di scuola media","2020-Q3","T3-2020",56.416836,,
"IT","Italia","INAC_R","tasso di inattività","9","totale","Y_GE15","15 anni e più","4","licenza di scuola media","2020-Q4","T4-2020",58.282128,,
"IT","Italia","INAC_R","tasso di inattività","9","totale","Y_GE15","15 anni e più","7","diploma","2019-Q1","T1-2019",36.698967,,
"IT","Italia","INAC_R","tasso di inattività","9","totale","Y_GE15","15 anni e più","7","diploma","2019-Q2","T2-2019",36.527595,,
"IT","Italia","INAC_R","tasso di inattività","9","totale","Y_GE15","15 anni e più","7","diploma","2019-Q4","T4-2019",37.079768,,
"IT","Italia","INAC_R","tasso di inattività","9","totale","Y_GE15","15 anni e più","7","diploma","2019-Q3","T3-2019",37.79642,,
"IT","Italia","INAC_R","tasso di inattività","9","totale","Y_GE15","15 anni e più","7","diploma","2020-Q2","T2-2020",40.238114,,
"IT","Italia","INAC_R","tasso di inattività","9","totale","Y_GE15","15 anni e più","7","diploma","2020-Q1","T1-2020",38.019647,,
"IT","Italia","INAC_R","tasso di inattività","9","totale","Y_GE15","15 anni e più","7","diploma","2020-Q3","T3-2020",38.636066,,
"IT","Italia","INAC_R","tasso di inattività","9","totale","Y_GE15","15 anni e più","7","diploma","2020-Q4","T4-2020",39.123827,,
"IT","Italia","INAC_R","tasso di inattività","9","totale","Y_GE15","15 anni e più","11","laurea e post-laurea","2019-Q1","T1-2019",25.619051,,
"IT","Italia","INAC_R","tasso di inattività","9","totale","Y_GE15","15 anni e più","11","laurea e post-laurea","2019-Q2","T2-2019",24.83446,,
"IT","Italia","INAC_R","tasso di inattività","9","totale","Y_GE15","15 anni e più","11","laurea e post-laurea","2019-Q4","T4-2019",25.252223,,
"IT","Italia","INAC_R","tasso di inattività","9","totale","Y_GE15","15 anni e più","11","laurea e post-laurea","2019-Q3","T3-2019",26.374328,,
"IT","Italia","INAC_R","tasso di inattività","9","totale","Y_GE15","15 anni e più","11","laurea e post-laurea","2020-Q2","T2-2020",26.949509,,
"IT","Italia","INAC_R","tasso di inattività","9","totale","Y_GE15","15 anni e più","11","laurea e post-laurea","2020-Q1","T1-2020",26.05169,,
"IT","Italia","INAC_R","tasso di inattività","9","totale","Y_GE15","15 anni e più","11","laurea e post-laurea","2020-Q3","T3-2020",26.980256,,
"IT","Italia","INAC_R","tasso di inattività","9","totale","Y_GE15","15 anni e più","11","laurea e post-laurea","2020-Q4","T4-2020",26.453209,,
"IT","Italia","INAC_R","tasso di inattività","9","totale","Y_GE15","15 anni e più","99","totale","2019-Q1","T1-2019",50.244575,,
"IT","Italia","INAC_R","tasso di inattività","9","totale","Y_GE15","15 anni e più","99","totale","2019-Q2","T2-2019",49.825055,,
"IT","Italia","INAC_R","tasso di inattività","9","totale","Y_GE15","15 anni e più","99","totale","2019-Q4","T4-2019",50.059319,,
"IT","Italia","INAC_R","tasso di inattività","9","totale","Y_GE15","15 anni e più","99","totale","2019-Q3","T3-2019",50.296741,,
"IT","Italia","INAC_R","tasso di inattività","9","totale","Y_GE15","15 anni e più","99","totale","2020-Q2","T2-2020",52.691168,,
"IT","Italia","INAC_R","tasso di inattività","9","totale","Y_GE15","15 anni e più","99","totale","2020-Q1","T1-2020",51.008846,,
"IT","Italia","INAC_R","tasso di inattività","9","totale","Y_GE15","15 anni e più","99","totale","2020-Q3","T3-2020",51.122035,,
"IT","Italia","INAC_R","tasso di inattività","9","totale","Y_GE15","15 anni e più","99","totale","2020-Q4","T4-2020",51.136112,,
"ITCD","Nord","INAC_R","tasso di inattività","1","maschi","Y_GE15","15 anni e più","3","licenza di scuola elementare, nessun titolo di studio","2019-Q1","T1-2019",85.303595,,
"ITCD","Nord","INAC_R","tasso di inattività","1","maschi","Y_GE15","15 anni e più","3","licenza di scuola elementare, nessun titolo di studio","2019-Q2","T2-2019",84.355402,,
"ITCD","Nord","INAC_R","tasso di inattività","1","maschi","Y_GE15","15 anni e più","3","licenza di scuola elementare, nessun titolo di studio","2019-Q4","T4-2019",85.982523,,
"ITCD","Nord","INAC_R","tasso di inattività","1","maschi","Y_GE15","15 anni e più","3","licenza di scuola elementare, nessun titolo di studio","2019-Q3","T3-2019",83.910787,,
"ITCD","Nord","INAC_R","tasso di inattività","1","maschi","Y_GE15","15 anni e più","3","licenza di scuola elementare, nessun titolo di studio","2020-Q2","T2-2020",86.447557,,
"ITCD","Nord","INAC_R","tasso di inattività","1","maschi","Y_GE15","15 anni e più","3","licenza di scuola elementare, nessun titolo di studio","2020-Q1","T1-2020",87.060537,,
"ITCD","Nord","INAC_R","tasso di inattività","1","maschi","Y_GE15","15 anni e più","3","licenza di scuola elementare, nessun titolo di studio","2020-Q3","T3-2020",86.107702,,
"ITCD","Nord","INAC_R","tasso di inattività","1","maschi","Y_GE15","15 anni e più","3","licenza di scuola elementare, nessun titolo di studio","2020-Q4","T4-2020",86.829128,,
"ITCD","Nord","INAC_R","tasso di inattività","1","maschi","Y_GE15","15 anni e più","4","licenza di scuola media","2019-Q1","T1-2019",43.095367,,
"ITCD","Nord","INAC_R","tasso di inattività","1","maschi","Y_GE15","15 anni e più","4","licenza di scuola media","2019-Q2","T2-2019",43.045634,,
"ITCD","Nord","INAC_R","tasso di inattività","1","maschi","Y_GE15","15 anni e più","4","licenza di scuola media","2019-Q4","T4-2019",43.634576,,
"ITCD","Nord","INAC_R","tasso di inattività","1","maschi","Y_GE15","15 anni e più","4","licenza di scuola media","2019-Q3","T3-2019",42.624374,,
"ITCD","Nord","INAC_R","tasso di inattività","1","maschi","Y_GE15","15 anni e più","4","licenza di scuola media","2020-Q2","T2-2020",45.57602,,
"ITCD","Nord","INAC_R","tasso di inattività","1","maschi","Y_GE15","15 anni e più","4","licenza di scuola media","2020-Q1","T1-2020",45.110609,,
"ITCD","Nord","INAC_R","tasso di inattività","1","maschi","Y_GE15","15 anni e più","4","licenza di scuola media","2020-Q3","T3-2020",43.680336,,
"ITCD","Nord","INAC_R","tasso di inattività","1","maschi","Y_GE15","15 anni e più","4","licenza di scuola media","2020-Q4","T4-2020",45.519671,,
"ITCD","Nord","INAC_R","tasso di inattività","1","maschi","Y_GE15","15 anni e più","7","diploma","2019-Q1","T1-2019",25.27192,,
"ITCD","Nord","INAC_R","tasso di inattività","1","maschi","Y_GE15","15 anni e più","7","diploma","2019-Q2","T2-2019",25.922331,,
"ITCD","Nord","INAC_R","tasso di inattività","1","maschi","Y_GE15","15 anni e più","7","diploma","2019-Q4","T4-2019",26.471984,,
"ITCD","Nord","INAC_R","tasso di inattività","1","maschi","Y_GE15","15 anni e più","7","diploma","2019-Q3","T3-2019",26.762012,,
"ITCD","Nord","INAC_R","tasso di inattività","1","maschi","Y_GE15","15 anni e più","7","diploma","2020-Q2","T2-2020",28.249625,,
"ITCD","Nord","INAC_R","tasso di inattività","1","maschi","Y_GE15","15 anni e più","7","diploma","2020-Q1","T1-2020",26.78382,,
"ITCD","Nord","INAC_R","tasso di inattività","1","maschi","Y_GE15","15 anni e più","7","diploma","2020-Q3","T3-2020",27.723533,,
"ITCD","Nord","INAC_R","tasso di inattività","1","maschi","Y_GE15","15 anni e più","7","diploma","2020-Q4","T4-2020",28.106431,,
"ITCD","Nord","INAC_R","tasso di inattività","1","maschi","Y_GE15","15 anni e più","11","laurea e post-laurea","2019-Q1","T1-2019",21.356633,,
"ITCD","Nord","INAC_R","tasso di inattività","1","maschi","Y_GE15","15 anni e più","11","laurea e post-laurea","2019-Q2","T2-2019",21.271061,,
"ITCD","Nord","INAC_R","tasso di inattività","1","maschi","Y_GE15","15 anni e più","11","laurea e post-laurea","2019-Q4","T4-2019",19.8645,,
"ITCD","Nord","INAC_R","tasso di inattività","1","maschi","Y_GE15","15 anni e più","11","laurea e post-laurea","2019-Q3","T3-2019",21.395841,,
"ITCD","Nord","INAC_R","tasso di inattività","1","maschi","Y_GE15","15 anni e più","11","laurea e post-laurea","2020-Q2","T2-2020",21.805863,,
"ITCD","Nord","INAC_R","tasso di inattività","1","maschi","Y_GE15","15 anni e più","11","laurea e post-laurea","2020-Q1","T1-2020",21.304265,,
"ITCD","Nord","INAC_R","tasso di inattività","1","maschi","Y_GE15","15 anni e più","11","laurea e post-laurea","2020-Q3","T3-2020",21.314957,,
"ITCD","Nord","INAC_R","tasso di inattività","1","maschi","Y_GE15","15 anni e più","11","laurea e post-laurea","2020-Q4","T4-2020",21.089174,,
"ITCD","Nord","INAC_R","tasso di inattività","1","maschi","Y_GE15","15 anni e più","99","totale","2019-Q1","T1-2019",37.548729,,
"ITCD","Nord","INAC_R","tasso di inattività","1","maschi","Y_GE15","15 anni e più","99","totale","2019-Q2","T2-2019",37.675232,,
"ITCD","Nord","INAC_R","tasso di inattività","1","maschi","Y_GE15","15 anni e più","99","totale","2019-Q4","T4-2019",37.88834,,
"ITCD","Nord","INAC_R","tasso di inattività","1","maschi","Y_GE15","15 anni e più","99","totale","2019-Q3","T3-2019",37.844598,,
"ITCD","Nord","INAC_R","tasso di inattività","1","maschi","Y_GE15","15 anni e più","99","totale","2020-Q2","T2-2020",39.799905,,
"ITCD","Nord","INAC_R","tasso di inattività","1","maschi","Y_GE15","15 anni e più","99","totale","2020-Q1","T1-2020",38.541551,,
"ITCD","Nord","INAC_R","tasso di inattività","1","maschi","Y_GE15","15 anni e più","99","totale","2020-Q3","T3-2020",38.77905,,
"ITCD","Nord","INAC_R","tasso di inattività","1","maschi","Y_GE15","15 anni e più","99","totale","2020-Q4","T4-2020",39.142982,,
"ITCD","Nord","INAC_R","tasso di inattività","2","femmine","Y_GE15","15 anni e più","3","licenza di scuola elementare, nessun titolo di studio","2019-Q1","T1-2019",96.105208,,
"ITCD","Nord","INAC_R","tasso di inattività","2","femmine","Y_GE15","15 anni e più","3","licenza di scuola elementare, nessun titolo di studio","2019-Q2","T2-2019",95.92136,,
"ITCD","Nord","INAC_R","tasso di inattività","2","femmine","Y_GE15","15 anni e più","3","licenza di scuola elementare, nessun titolo di studio","2019-Q4","T4-2019",95.807426,,
"ITCD","Nord","INAC_R","tasso di inattività","2","femmine","Y_GE15","15 anni e più","3","licenza di scuola elementare, nessun titolo di studio","2019-Q3","T3-2019",95.774001,,
"ITCD","Nord","INAC_R","tasso di inattività","2","femmine","Y_GE15","15 anni e più","3","licenza di scuola elementare, nessun titolo di studio","2020-Q2","T2-2020",96.795761,,
"ITCD","Nord","INAC_R","tasso di inattività","2","femmine","Y_GE15","15 anni e più","3","licenza di scuola elementare, nessun titolo di studio","2020-Q1","T1-2020",96.372475,,
"ITCD","Nord","INAC_R","tasso di inattività","2","femmine","Y_GE15","15 anni e più","3","licenza di scuola elementare, nessun titolo di studio","2020-Q3","T3-2020",96.414947,,
"ITCD","Nord","INAC_R","tasso di inattività","2","femmine","Y_GE15","15 anni e più","3","licenza di scuola elementare, nessun titolo di studio","2020-Q4","T4-2020",95.945197,,
"ITCD","Nord","INAC_R","tasso di inattività","2","femmine","Y_GE15","15 anni e più","4","licenza di scuola media","2019-Q1","T1-2019",62.922546,,
"ITCD","Nord","INAC_R","tasso di inattività","2","femmine","Y_GE15","15 anni e più","4","licenza di scuola media","2019-Q2","T2-2019",63.349413,,
"ITCD","Nord","INAC_R","tasso di inattività","2","femmine","Y_GE15","15 anni e più","4","licenza di scuola media","2019-Q4","T4-2019",63.372183,,
"ITCD","Nord","INAC_R","tasso di inattività","2","femmine","Y_GE15","15 anni e più","4","licenza di scuola media","2019-Q3","T3-2019",63.583429,,
"ITCD","Nord","INAC_R","tasso di inattività","2","femmine","Y_GE15","15 anni e più","4","licenza di scuola media","2020-Q2","T2-2020",66.206395,,
"ITCD","Nord","INAC_R","tasso di inattività","2","femmine","Y_GE15","15 anni e più","4","licenza di scuola media","2020-Q1","T1-2020",64.444562,,
"ITCD","Nord","INAC_R","tasso di inattività","2","femmine","Y_GE15","15 anni e più","4","licenza di scuola media","2020-Q3","T3-2020",64.939933,,
"ITCD","Nord","INAC_R","tasso di inattività","2","femmine","Y_GE15","15 anni e più","4","licenza di scuola media","2020-Q4","T4-2020",66.411287,,
"ITCD","Nord","INAC_R","tasso di inattività","2","femmine","Y_GE15","15 anni e più","7","diploma","2019-Q1","T1-2019",37.796219,,
"ITCD","Nord","INAC_R","tasso di inattività","2","femmine","Y_GE15","15 anni e più","7","diploma","2019-Q2","T2-2019",37.608172,,
"ITCD","Nord","INAC_R","tasso di inattività","2","femmine","Y_GE15","15 anni e più","7","diploma","2019-Q4","T4-2019",38.048739,,
"ITCD","Nord","INAC_R","tasso di inattività","2","femmine","Y_GE15","15 anni e più","7","diploma","2019-Q3","T3-2019",39.266341,,
"ITCD","Nord","INAC_R","tasso di inattività","2","femmine","Y_GE15","15 anni e più","7","diploma","2020-Q2","T2-2020",40.905909,,
"ITCD","Nord","INAC_R","tasso di inattività","2","femmine","Y_GE15","15 anni e più","7","diploma","2020-Q1","T1-2020",39.154376,,
"ITCD","Nord","INAC_R","tasso di inattività","2","femmine","Y_GE15","15 anni e più","7","diploma","2020-Q3","T3-2020",39.735809,,
"ITCD","Nord","INAC_R","tasso di inattività","2","femmine","Y_GE15","15 anni e più","7","diploma","2020-Q4","T4-2020",40.320603,,
"ITCD","Nord","INAC_R","tasso di inattività","2","femmine","Y_GE15","15 anni e più","11","laurea e post-laurea","2019-Q1","T1-2019",22.775032,,
